PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,TIME_REMAINING_SEC,EXPECTED_FG
Shai Gilgeous-Alexander,Oklahoma City Thunder,5,2,16,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-159,203,0,136,0.3289418930350348
Jabari Smith Jr.,Houston Rockets,5,2,0,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-233,-6,1,120,0.3587061997855638
Shai Gilgeous-Alexander,Oklahoma City Thunder,5,1,37,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-61,251,0,97,0.32564148844213114
Chet Holmgren,Oklahoma City Thunder,5,1,11,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,137,210,1,71,0.3273348627087673
Luguentz Dort,Oklahoma City Thunder,5,0,52,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,-12,0,52,0.35694871396112987
Chet Holmgren,Oklahoma City Thunder,5,0,49,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,11,-6,0,49,0.5936459681362718
Alex Caruso,Oklahoma City Thunder,5,0,24,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,10,6,0,24,0.5921924234705543
Alperen Sengun,Houston Rockets,5,0,9,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,44,81,0,9,0.5007197801521405
Alperen Sengun,Houston Rockets,5,0,8,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,1,8,0.5912759717481112
Shai Gilgeous-Alexander,Oklahoma City Thunder,5,0,2,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),18,181,16,0,2,0.406675074015183
Reed Sheppard,Houston Rockets,6,4,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,125,248,0,279,0.3093370960238077
Shai Gilgeous-Alexander,Oklahoma City Thunder,6,4,20,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,47,237,0,260,0.33801202350230397
Reed Sheppard,Houston Rockets,6,3,18,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,76,6,0,198,0.5297238061995821
Alex Caruso,Oklahoma City Thunder,6,3,12,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-225,-10,0,192,0.36807342241550195
Alex Caruso,Oklahoma City Thunder,6,2,57,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,39,80,0,177,0.513824521445391
Shai Gilgeous-Alexander,Oklahoma City Thunder,6,2,47,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24,-45,243,0,167,0.33475414983013246
Jabari Smith Jr.,Houston Rockets,6,2,28,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-10,63,1,148,0.5356180387567554
Alperen Sengun,Houston Rockets,6,1,55,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8,-86,-14,0,115,0.5167338820606405
Jabari Smith Jr.,Houston Rockets,6,1,54,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),9,70,58,0,114,0.5020593546426054
Alex Caruso,Oklahoma City Thunder,6,1,45,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-148,200,0,105,0.3348462820542285
Cason Wallace,Oklahoma City Thunder,6,1,32,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,176,174,1,92,0.33647339131812737
Kevin Durant,Houston Rockets,6,1,15,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-34,34,1,75,0.5565608516699607
Shai Gilgeous-Alexander,Oklahoma City Thunder,6,0,59,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),19,-92,168,1,59,0.38581731548540765
Kevin Durant,Houston Rockets,6,0,24,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-9,257,0,24,0.3202797513616372
Alperen Sengun,Houston Rockets,6,0,11,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-16,15,1,11,0.5771488473125906
Jabari Smith Jr.,Houston Rockets,6,0,0,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),19,-197,-10,0,0,0.39321331120746494
Luka Dončić,Los Angeles Lakers,1,11,39,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-60,125,1,699,0.49092905809466764
Draymond Green,Golden State Warriors,1,11,27,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,150,225,0,687,0.3376742780120957
Brandin Podziemski,Golden State Warriors,1,11,0,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,26,1,660,0.6141614004278826
Austin Reaves,Los Angeles Lakers,1,10,39,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-13,32,1,639,0.6026856780260087
Draymond Green,Golden State Warriors,1,10,24,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-18,64,0,624,0.5684599252533002
Luka Dončić,Los Angeles Lakers,1,10,18,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,18,259,0,618,0.3534634936881749
Jimmy Butler III,Golden State Warriors,1,10,8,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,238,48,1,608,0.37479940645740484
Jonathan Kuminga,Golden State Warriors,1,9,44,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,24,0,584,0.6118914235372789
Luka Dončić,Los Angeles Lakers,1,9,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-88,248,1,547,0.3416832151349696
Draymond Green,Golden State Warriors,1,8,49,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-146,243,0,529,0.32179087455765115
Deandre Ayton,Los Angeles Lakers,1,8,36,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-15,52,1,516,0.5763770016356554
Jimmy Butler III,Golden State Warriors,1,8,31,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,12,13,1,511,0.6206026198625758
Stephen Curry,Golden State Warriors,1,8,13,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,48,262,1,493,0.3396676014018245
Deandre Ayton,Los Angeles Lakers,1,7,55,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-9,28,1,475,0.6082106528371533
Stephen Curry,Golden State Warriors,1,7,45,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,114,230,0,465,0.3505321588864118
Luka Dončić,Los Angeles Lakers,1,7,36,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-167,217,0,456,0.33055997381606417
Jonathan Kuminga,Golden State Warriors,1,7,26,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-39,159,0,446,0.4478982266168757
Marcus Smart,Los Angeles Lakers,1,6,28,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-188,193,0,388,0.3394965431435254
Buddy Hield,Golden State Warriors,1,6,17,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-163,230,0,377,0.31800059417035303
Austin Reaves,Los Angeles Lakers,1,6,12,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,27,7,0,372,0.6061591460541422
Austin Reaves,Los Angeles Lakers,1,5,46,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-38,267,0,346,0.33486699290025224
Gary Payton II,Golden State Warriors,1,5,33,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-31,4,0,333,0.5943952886790638
Gary Payton II,Golden State Warriors,1,5,30,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,20,0,330,0.6040310407025817
Luka Dončić,Los Angeles Lakers,1,5,23,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,28,0,323,0.6034190192079786
Luka Dončić,Los Angeles Lakers,1,5,14,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-167,228,0,314,0.31627857300330414
Marcus Smart,Los Angeles Lakers,1,5,5,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,2,0,305,0.3770169166261028
Jonathan Kuminga,Golden State Warriors,1,4,32,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-85,256,1,272,0.33312894814199173
Buddy Hield,Golden State Warriors,1,4,23,Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-4,31,1,263,0.5907527808698839
Luka Dončić,Los Angeles Lakers,1,4,7,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-61,110,1,247,0.48776202575652
Stephen Curry,Golden State Warriors,1,3,57,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-136,234,0,237,0.3233909816864102
Jarred Vanderbilt,Los Angeles Lakers,1,3,41,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),2,16,13,0,221,0.6010158491631151
Luka Dončić,Los Angeles Lakers,1,3,12,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-82,260,0,192,0.3209278782626909
Buddy Hield,Golden State Warriors,1,2,57,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-17,274,1,177,0.3199489828701527
Brandin Podziemski,Golden State Warriors,1,2,21,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),15,56,140,0,141,0.45004502703325994
Jimmy Butler III,Golden State Warriors,1,1,38,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),13,85,105,0,98,0.47249353582116
Al Horford,Golden State Warriors,1,1,9,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-225,92,1,69,0.354882075028986
Austin Reaves,Los Angeles Lakers,1,0,37,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,17,1,37,0.6054486892594516
Jaxson Hayes,Los Angeles Lakers,1,0,27,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,25,1,27,0.5941550385844783
Austin Reaves,Los Angeles Lakers,1,0,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-184,190,0,0,0.32820359153748546
Gabe Vincent,Los Angeles Lakers,2,11,42,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-148,215,1,702,0.34470245222417606
Jimmy Butler III,Golden State Warriors,2,11,25,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),14,145,13,0,685,0.48277218399608446
Austin Reaves,Los Angeles Lakers,2,11,18,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-145,221,0,678,0.3436860223812023
Brandin Podziemski,Golden State Warriors,2,10,51,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16,103,132,1,651,0.4530145910724774
Gabe Vincent,Los Angeles Lakers,2,10,32,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-165,202,0,632,0.34322698684130154
Jarred Vanderbilt,Los Angeles Lakers,2,10,21,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,232,12,0,621,0.3841497087590888
Jimmy Butler III,Golden State Warriors,2,10,16,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-7,29,0,616,0.6092852319787613
Draymond Green,Golden State Warriors,2,9,53,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,2,36,1,593,0.597681828167666
Austin Reaves,Los Angeles Lakers,2,9,33,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-26,121,1,573,0.4945458171302792
Jimmy Butler III,Golden State Warriors,2,9,11,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),14,-5,143,1,551,0.4706871845509558
Austin Reaves,Los Angeles Lakers,2,8,58,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,56,106,1,538,0.5054169453600956
Brandin Podziemski,Golden State Warriors,2,8,13,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,229,74,0,493,0.3665914666692152
Luka Dončić,Los Angeles Lakers,2,7,49,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),15,-51,144,1,469,0.4568815719891174
Rui Hachimura,Los Angeles Lakers,2,7,14,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,142,215,0,434,0.34724550444464086
Al Horford,Golden State Warriors,2,6,53,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-81,243,0,413,0.3446963879537674
Stephen Curry,Golden State Warriors,2,6,24,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-29,16,0,384,0.5920055912671883
Gary Payton II,Golden State Warriors,2,6,5,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,-2,1,365,0.6134494527591169
Marcus Smart,Los Angeles Lakers,2,5,54,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),17,-121,132,1,354,0.431906987601923
Luka Dončić,Los Angeles Lakers,2,5,5,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8,82,34,0,305,0.5347038860465905
Stephen Curry,Golden State Warriors,2,4,59,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,141,240,1,299,0.3224304959445964
Austin Reaves,Los Angeles Lakers,2,4,43,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-1,27,1,283,0.5988368177017233
Al Horford,Golden State Warriors,2,4,26,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,4,20,0,266,0.5986841616385443
Marcus Smart,Los Angeles Lakers,2,4,18,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,6,29,1,258,0.5979480546792316
Stephen Curry,Golden State Warriors,2,4,3,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,16,35,1,243,0.5865509613172942
Luka Dončić,Los Angeles Lakers,2,3,44,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-54,105,1,224,0.4947846489758518
Jonathan Kuminga,Golden State Warriors,2,3,30,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-238,64,0,210,0.3573758565701991
Stephen Curry,Golden State Warriors,2,2,59,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,25,34,1,179,0.573852425373251
Stephen Curry,Golden State Warriors,2,2,13,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,181,219,0,133,0.30927615166338
Luka Dončić,Los Angeles Lakers,2,1,52,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,11,54,1,112,0.5597403977195526
Jonathan Kuminga,Golden State Warriors,2,1,37,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,249,68,0,97,0.34483101645126735
Rui Hachimura,Los Angeles Lakers,2,1,28,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,169,183,1,88,0.34849016820643985
Rui Hachimura,Los Angeles Lakers,2,0,55,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-210,144,1,55,0.33872343155169654
Stephen Curry,Golden State Warriors,2,0,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,29,0,46,0.5911560664472776
Jonathan Kuminga,Golden State Warriors,2,0,44,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,44,0.6136990571844052
Brandin Podziemski,Golden State Warriors,2,0,33,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,42,256,1,33,0.3330153644122191
Luka Dončić,Los Angeles Lakers,2,0,19,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),29,64,290,1,19,0.29324313991655343
Stephen Curry,Golden State Warriors,2,0,2,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-112,253,0,2,0.31271691444949107
Jonathan Kuminga,Golden State Warriors,3,11,47,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,141,217,1,707,0.3521978496383366
Luka Dončić,Los Angeles Lakers,3,11,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,36,125,1,691,0.4839055835169836
Jonathan Kuminga,Golden State Warriors,3,11,15,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,11,1,675,0.6192340936816295
Jimmy Butler III,Golden State Warriors,3,10,58,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,1,658,0.6185751538261092
Luka Dončić,Los Angeles Lakers,3,10,47,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),3,9,36,1,647,0.5960549588701366
Jonathan Kuminga,Golden State Warriors,3,10,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,15,1,623,0.3796659157353405
Gabe Vincent,Los Angeles Lakers,3,10,3,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,158,226,0,603,0.3289442269353822
Jimmy Butler III,Golden State Warriors,3,9,51,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8,-81,31,1,591,0.5404294761230274
Rui Hachimura,Los Angeles Lakers,3,9,33,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-169,189,0,573,0.3488866216298087
Deandre Ayton,Los Angeles Lakers,3,9,5,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,16,55,0,545,0.5703805923647347
Luka Dončić,Los Angeles Lakers,3,8,28,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,240,72,0,508,0.35382357742556303
Jimmy Butler III,Golden State Warriors,3,8,10,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,34,64,0,490,0.5464520209766812
Brandin Podziemski,Golden State Warriors,3,8,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,156,227,0,481,0.3253263827702513
Jimmy Butler III,Golden State Warriors,3,7,36,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,31,163,0,456,0.4412616684744131
Deandre Ayton,Los Angeles Lakers,3,7,26,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),15,-62,138,0,446,0.4529611018056643
Stephen Curry,Golden State Warriors,3,7,17,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,28,1,437,0.6003365966709496
Austin Reaves,Los Angeles Lakers,3,7,6,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-9,166,0,426,0.4400173762983692
Luka Dončić,Los Angeles Lakers,3,6,57,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),14,-64,134,1,417,0.4631353955387032
Gary Payton II,Golden State Warriors,3,6,41,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,-1,37,1,401,0.5880916712154656
Austin Reaves,Los Angeles Lakers,3,6,21,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,165,211,0,381,0.33291424981250506
Jonathan Kuminga,Golden State Warriors,3,6,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,230,84,1,364,0.3588817702670881
Luka Dončić,Los Angeles Lakers,3,5,48,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,1,32,1,348,0.5866636840638919
Gary Payton II,Golden State Warriors,3,5,39,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,233,65,0,339,0.35910670814287127
Luka Dončić,Los Angeles Lakers,3,5,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-65,267,0,329,0.31848850046671195
Austin Reaves,Los Angeles Lakers,3,5,5,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-13,138,0,305,0.47027747830036254
Deandre Ayton,Los Angeles Lakers,3,4,30,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-5,138,1,270,0.46914002213774847
Al Horford,Golden State Warriors,3,4,9,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,225,149,0,249,0.3322464054818971
Buddy Hield,Golden State Warriors,3,3,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-161,216,1,228,0.3274664180902001
Luka Dončić,Los Angeles Lakers,3,3,33,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),9,-89,37,1,213,0.5166238787706524
Jonathan Kuminga,Golden State Warriors,3,3,8,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-4,43,1,188,0.5701537112233667
Jake LaRavia,Los Angeles Lakers,3,2,12,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,152,209,1,132,0.33541323539118323
Buddy Hield,Golden State Warriors,3,1,57,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-158,218,1,117,0.3241383270575443
Luka Dončić,Los Angeles Lakers,3,1,40,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,2,27,1,100,0.5896129454319681
Al Horford,Golden State Warriors,3,1,18,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,43,83,0,78,0.5098916759838682
Jaxson Hayes,Los Angeles Lakers,3,1,0,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,18,32,1,60,0.5774059968931087
Buddy Hield,Golden State Warriors,3,0,39,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),33,-60,333,0,39,0.2539356474234277
Will Richard,Golden State Warriors,3,0,37,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-38,26,1,37,0.5660910808733309
Luka Dončić,Los Angeles Lakers,3,0,28,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,130,234,0,28,0.3213898223418139
Jake LaRavia,Los Angeles Lakers,3,0,27,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,2,30,1,27,0.5764081835113859
Brandin Podziemski,Golden State Warriors,3,0,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,219,109,0,1,0.3465770017683744
Jake LaRavia,Los Angeles Lakers,4,11,47,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,11,0,707,0.37921362152991117
Marcus Smart,Los Angeles Lakers,4,11,35,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,24,1,695,0.6053821306372199
Buddy Hield,Golden State Warriors,4,11,27,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-140,220,1,687,0.33772776694424284
Marcus Smart,Los Angeles Lakers,4,11,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,40,268,0,665,0.325343479422496
Buddy Hield,Golden State Warriors,4,10,50,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,147,206,0,650,0.3478676390688868
Buddy Hield,Golden State Warriors,4,10,44,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,167,212,0,644,0.3375279563771709
