PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,TIME_REMAINING_SEC,EXPECTED_FG
CJ McCollum,Washington Wizards,4,0,15,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-212,130,1,15,0.34181652237109245
Bilal Coulibaly,Washington Wizards,4,0,5,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,7,8,1,5,0.5948454243181367
AJ Green,Milwaukee Bucks,4,0,0,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,185,186,1,0,0.31999662069749524
Kon Knueppel,Charlotte Hornets,1,11,51,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,239,31,1,711,0.3789082817453919
Michael Porter Jr.,Brooklyn Nets,1,11,32,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),18,-116,147,0,692,0.43475052406386144
Sion James,Charlotte Hornets,1,11,14,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,121,233,1,674,0.3467117530145805
Egor Dëmin,Brooklyn Nets,1,10,59,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),19,-2,190,0,659,0.4208301566987205
Egor Dëmin,Brooklyn Nets,1,10,56,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,0,1,656,0.6258092597496266
Egor Dëmin,Brooklyn Nets,1,10,37,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-16,0,1,637,0.6251517753735406
Egor Dëmin,Brooklyn Nets,1,10,11,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,72,262,0,611,0.3334023614011342
Ryan Kalkbrenner,Charlotte Hornets,1,10,1,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,5,10,1,601,0.6235529862282787
Michael Porter Jr.,Brooklyn Nets,1,9,44,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-16,106,0,584,0.5212423802418431
Kon Knueppel,Charlotte Hornets,1,9,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-203,163,0,571,0.34645411246964086
Tyrese Martin,Brooklyn Nets,1,9,19,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,217,183,1,559,0.3263955925766705
LaMelo Ball,Charlotte Hornets,1,8,59,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),28,48,280,0,539,0.3206846050787602
Nic Claxton,Brooklyn Nets,1,8,51,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-28,59,0,531,0.5656811886737643
Nic Claxton,Brooklyn Nets,1,8,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,23,-2,1,523,0.6114040397352796
Miles Bridges,Charlotte Hornets,1,8,31,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,0,17,1,511,0.6203633568378643
Michael Porter Jr.,Brooklyn Nets,1,8,19,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,196,168,1,499,0.35492461606173276
Sion James,Charlotte Hornets,1,8,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-168,215,0,481,0.3313919414964003
Michael Porter Jr.,Brooklyn Nets,1,7,45,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,17,31,0,465,0.5972678845496879
Nic Claxton,Brooklyn Nets,1,7,43,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,463,0.6300647883915587
Nic Claxton,Brooklyn Nets,1,7,40,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,460,0.629971978926576
Kon Knueppel,Charlotte Hornets,1,7,22,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-28,92,1,442,0.528259215907613
LaMelo Ball,Charlotte Hornets,1,6,58,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-238,37,1,418,0.36839535651779354
Michael Porter Jr.,Brooklyn Nets,1,6,38,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-221,120,0,398,0.3533862158695922
Ryan Kalkbrenner,Charlotte Hornets,1,6,18,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,0,23,1,378,0.6054280418055148
Egor Dëmin,Brooklyn Nets,1,6,5,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),19,-109,166,0,365,0.4124008410904475
Michael Porter Jr.,Brooklyn Nets,1,5,32,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,85,243,1,332,0.3457990922659578
Collin Sexton,Charlotte Hornets,1,5,23,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,34,33,1,323,0.5820046762708929
Nic Claxton,Brooklyn Nets,1,5,12,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,29,6,1,312,0.6043148757968059
Collin Sexton,Charlotte Hornets,1,5,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,28,16,1,300,0.5928286432779841
Michael Porter Jr.,Brooklyn Nets,1,4,49,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),28,16,281,0,289,0.3133838623187359
Miles Bridges,Charlotte Hornets,1,4,32,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-31,31,0,272,0.5803108795318959
Collin Sexton,Charlotte Hornets,1,4,16,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),18,-137,131,0,256,0.4214131704402719
Ziaire Williams,Brooklyn Nets,1,3,58,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,208,132,0,238,0.35894564977251564
Collin Sexton,Charlotte Hornets,1,3,48,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,37,44,0,228,0.5675842964807641
Day'Ron Sharpe,Brooklyn Nets,1,3,35,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-5,4,1,215,0.6221379942974387
Moussa Diabaté,Charlotte Hornets,1,3,17,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,40,20,0,197,0.5786571509516188
Ben Saraf,Brooklyn Nets,1,3,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,208,142,0,180,0.34663945139541524
Day'Ron Sharpe,Brooklyn Nets,1,2,35,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,36,21,0,155,0.5772330968489615
Collin Sexton,Charlotte Hornets,1,2,10,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),15,-124,95,0,130,0.45174712473655354
Day'Ron Sharpe,Brooklyn Nets,1,1,58,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,229,0,0,118,0.3826984018826013
Ziaire Williams,Brooklyn Nets,1,1,42,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,229,117,1,102,0.3456136169406271
Moussa Diabaté,Charlotte Hornets,1,1,21,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,38,28,0,81,0.5744551924717156
Danny Wolf,Brooklyn Nets,1,1,10,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,140,241,0,70,0.318808056340833
Kon Knueppel,Charlotte Hornets,1,1,0,Running Pull-Up Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-246,23,0,60,0.3581147508876012
Collin Sexton,Charlotte Hornets,1,0,57,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-29,18,1,57,0.5847760517949436
Kon Knueppel,Charlotte Hornets,1,0,1,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),19,80,181,0,1,0.4003829350993067
Danny Wolf,Brooklyn Nets,2,11,48,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,25,14,0,708,0.6130619548602646
Day'Ron Sharpe,Brooklyn Nets,2,11,44,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,704,0.6342477408923316
LaMelo Ball,Charlotte Hornets,2,11,37,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),28,12,283,0,697,0.32198117827643263
Antonio Reeves,Charlotte Hornets,2,11,33,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-185,212,0,693,0.32492978699995334
Kon Knueppel,Charlotte Hornets,2,11,20,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-47,42,1,680,0.5679913057452646
Ben Saraf,Brooklyn Nets,2,10,42,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,165,216,0,642,0.33370460696415105
Kon Knueppel,Charlotte Hornets,2,10,34,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-18,43,1,634,0.5879581800386046
Ben Saraf,Brooklyn Nets,2,10,18,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,12,264,0,618,0.3400692501700278
Drake Powell,Brooklyn Nets,2,10,14,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,194,177,1,614,0.34475077537973536
LaMelo Ball,Charlotte Hornets,2,9,53,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,26,18,1,593,0.5987099257793072
Danny Wolf,Brooklyn Nets,2,9,38,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),17,-78,152,0,578,0.4382140391272945
Moussa Diabaté,Charlotte Hornets,2,9,29,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-20,47,1,569,0.5749383922626145
Michael Porter Jr.,Brooklyn Nets,2,9,14,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,23,25,0,554,0.5970805597120032
Moussa Diabaté,Charlotte Hornets,2,9,6,Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,32,15,1,546,0.5973865250194822
Drake Powell,Brooklyn Nets,2,8,44,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,163,213,0,524,0.34017232274085574
Tidjane Salaün,Charlotte Hornets,2,8,36,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-159,233,0,516,0.31882896468566674
Michael Porter Jr.,Brooklyn Nets,2,8,28,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-157,192,1,508,0.36004595766396946
Antonio Reeves,Charlotte Hornets,2,8,12,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-238,34,1,492,0.3675808704000573
Tidjane Salaün,Charlotte Hornets,2,7,53,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,9,6,1,473,0.6164739902506886
Michael Porter Jr.,Brooklyn Nets,2,7,34,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,21,262,1,454,0.3353213720976936
Moussa Diabaté,Charlotte Hornets,2,7,20,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,4,12,1,440,0.6151074146312431
Antonio Reeves,Charlotte Hornets,2,6,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,173,226,1,399,0.3165110740470324
Tyrese Martin,Brooklyn Nets,2,6,26,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,42,29,0,386,0.5701325046261457
Collin Sexton,Charlotte Hornets,2,6,14,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,37,262,1,374,0.33299398347079606
Noah Clowney,Brooklyn Nets,2,6,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,194,178,1,361,0.33715538726141075
Miles Bridges,Charlotte Hornets,2,5,37,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-25,42,0,337,0.5784146490899862
Noah Clowney,Brooklyn Nets,2,5,22,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,27,8,1,322,0.6011689600991081
Drake Powell,Brooklyn Nets,2,4,40,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-237,1,1,280,0.3729998199051906
Egor Dëmin,Brooklyn Nets,2,4,21,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-18,20,0,261,0.5984727553029483
Miles Bridges,Charlotte Hornets,2,4,14,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-86,265,0,254,0.31941942596746375
Miles Bridges,Charlotte Hornets,2,4,9,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-148,233,0,249,0.3207059903234085
Drake Powell,Brooklyn Nets,2,3,36,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-70,29,0,216,0.5425998041987706
Nic Claxton,Brooklyn Nets,2,3,27,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-205,164,1,207,0.3324302676005377
Nic Claxton,Brooklyn Nets,2,2,50,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-50,26,0,170,0.563036197331103
Miles Bridges,Charlotte Hornets,2,2,38,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,0,50,1,158,0.5614388670188528
Michael Porter Jr.,Brooklyn Nets,2,2,20,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,-21,240,1,140,0.3467294793936235
Egor Dëmin,Brooklyn Nets,2,1,59,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,-1,1,119,0.6161000047230514
Kon Knueppel,Charlotte Hornets,2,1,43,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,43,272,1,103,0.31501303680102405
Egor Dëmin,Brooklyn Nets,2,1,28,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,28,24,0,88,0.5821830186548075
Michael Porter Jr.,Brooklyn Nets,2,1,12,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-20,38,0,72,0.5700475345788804
Michael Porter Jr.,Brooklyn Nets,2,1,8,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,68,0.6144539277473661
Kon Knueppel,Charlotte Hornets,2,0,58,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-10,85,0,58,0.5234582839185499
Noah Clowney,Brooklyn Nets,2,0,47,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-221,142,0,47,0.32878915064518194
Sion James,Charlotte Hornets,2,0,27,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-27,41,1,27,0.5684010141883644
Noah Clowney,Brooklyn Nets,2,0,4,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,33,5,1,4,0.5805199053481943
Miles Bridges,Charlotte Hornets,2,0,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),34,161,301,0,1,0.24910747955416118
Michael Porter Jr.,Brooklyn Nets,3,11,43,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-5,81,0,703,0.5415184323458684
Miles Bridges,Charlotte Hornets,3,11,27,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,60,24,0,687,0.5660334210492477
Noah Clowney,Brooklyn Nets,3,11,21,Running Pull-Up Jump Shot,2PT Field Goal,Above the Break 3,Center(C),23,51,233,0,681,0.3706557361011163
Michael Porter Jr.,Brooklyn Nets,3,11,15,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-211,154,0,675,0.34368591682992544
Miles Bridges,Charlotte Hornets,3,10,45,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,50,14,1,645,0.5759613479172123
Nic Claxton,Brooklyn Nets,3,10,24,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,56,265,0,624,0.32740708509742206
Sion James,Charlotte Hornets,3,10,15,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,239,1,0,615,0.38125465753083676
Tyrese Martin,Brooklyn Nets,3,10,8,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,33,8,0,608,0.5963791293865858
Egor Dëmin,Brooklyn Nets,3,10,1,Driving Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),9,86,34,0,601,0.5300659535098473
Kon Knueppel,Charlotte Hornets,3,9,49,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-29,31,0,589,0.5837405341025937
Egor Dëmin,Brooklyn Nets,3,9,40,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,82,252,1,580,0.3365640913576506
Miles Bridges,Charlotte Hornets,3,9,14,Jump Shot,2PT Field Goal,Mid-Range,Center(C),21,36,214,0,554,0.3883563710058322
Michael Porter Jr.,Brooklyn Nets,3,8,53,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),13,123,59,1,533,0.4825830803721021
Miles Bridges,Charlotte Hornets,3,8,44,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,69,9,0,524,0.5615631728228961
Tyrese Martin,Brooklyn Nets,3,8,40,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,27,4,1,520,0.604324755790762
Kon Knueppel,Charlotte Hornets,3,8,26,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-23,36,0,506,0.5808024401416476
Tidjane Salaün,Charlotte Hornets,3,8,17,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-208,153,1,497,0.34834455816531873
Michael Porter Jr.,Brooklyn Nets,3,7,58,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-119,248,0,478,0.32361319918873327
Kon Knueppel,Charlotte Hornets,3,7,40,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,145,236,0,460,0.32424830554438583
LaMelo Ball,Charlotte Hornets,3,7,32,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),28,-82,273,1,452,0.31219572421001907
Noah Clowney,Brooklyn Nets,3,6,48,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-5,6,1,408,0.6214729665110177
Tidjane Salaün,Charlotte Hornets,3,6,27,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,39,48,0,387,0.554847019528491
Nic Claxton,Brooklyn Nets,3,6,13,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,25,7,1,373,0.5994838173337416
Nic Claxton,Brooklyn Nets,3,5,57,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,13,0,357,0.6090802912595017
Sion James,Charlotte Hornets,3,5,40,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-229,25,0,340,0.3703506881476195
Ryan Kalkbrenner,Charlotte Hornets,3,5,38,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-2,11,1,338,0.6086077533623194
Michael Porter Jr.,Brooklyn Nets,3,5,18,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,150,237,1,318,0.3106043590635022
Kon Knueppel,Charlotte Hornets,3,4,59,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,30,0,299,0.36987208030584945
Tyrese Martin,Brooklyn Nets,3,4,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-221,162,0,288,0.32210252737088274
Tidjane Salaün,Charlotte Hornets,3,4,37,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-118,264,0,277,0.30758518527475137
Michael Porter Jr.,Brooklyn Nets,3,4,21,Driving Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,22,49,0,261,0.5614669340830305
Michael Porter Jr.,Brooklyn Nets,3,4,8,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,12,0,1,248,0.6063812928844245
Tidjane Salaün,Charlotte Hornets,3,3,48,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-10,74,1,228,0.5371551294578554
Tyrese Martin,Brooklyn Nets,3,3,31,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-9,274,0,211,0.3148785600164044
Kon Knueppel,Charlotte Hornets,3,3,24,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-5,261,1,204,0.32488268398583664
Michael Porter Jr.,Brooklyn Nets,3,2,59,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),14,-5,144,1,179,0.45487825550041355
Michael Porter Jr.,Brooklyn Nets,3,2,39,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,12,11,1,159,0.6029673136190387
Drake Powell,Brooklyn Nets,3,2,20,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,12,10,1,140,0.6024172488078497
Collin Sexton,Charlotte Hornets,3,2,4,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,16,84,0,124,0.5222714338867295
Ben Saraf,Brooklyn Nets,3,1,55,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-158,227,0,115,0.31409107504430805
Miles Bridges,Charlotte Hornets,3,1,35,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-23,20,1,95,0.5790976647421312
Ben Saraf,Brooklyn Nets,3,1,17,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-159,226,1,77,0.3130517304116579
Liam McNeeley,Charlotte Hornets,3,1,4,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-225,121,0,64,0.33698169248548404
Ziaire Williams,Brooklyn Nets,3,0,54,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-16,11,0,54,0.5995603443216797
LaMelo Ball,Charlotte Hornets,3,0,29,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,136,266,0,29,0.29188263280053345
Ben Saraf,Brooklyn Nets,3,0,1,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-71,263,0,1,0.30929444377503534
Miles Bridges,Charlotte Hornets,4,11,43,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-47,26,0,703,0.5735302130078166
LaMelo Ball,Charlotte Hornets,4,11,39,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,37,58,0,699,0.5610492099535757
Ben Saraf,Brooklyn Nets,4,11,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-233,42,0,683,0.37682586733789036
LaMelo Ball,Charlotte Hornets,4,11,15,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-32,250,0,675,0.3459824930587535
Ben Saraf,Brooklyn Nets,4,11,4,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-25,21,0,664,0.5939568105965594
Danny Wolf,Brooklyn Nets,4,10,54,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-141,242,0,654,0.3163318169316822
Moussa Diabaté,Charlotte Hornets,4,10,38,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-18,72,0,638,0.5472792803159972
Ben Saraf,Brooklyn Nets,4,10,22,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,21,1,622,0.6032264607876628
Moussa Diabaté,Charlotte Hornets,4,10,7,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-31,1,1,607,0.5932008786805695
Miles Bridges,Charlotte Hornets,4,9,30,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,47,15,0,570,0.5807781410750028
Drake Powell,Brooklyn Nets,4,9,24,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,11,0,564,0.38617548260480383
Ziaire Williams,Brooklyn Nets,4,9,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,183,179,0,558,0.346554347809163
Liam McNeeley,Charlotte Hornets,4,8,58,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,190,169,1,538,0.3464772808735785
Drake Powell,Brooklyn Nets,4,8,40,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,235,22,0,520,0.37388494686715507
Antonio Reeves,Charlotte Hornets,4,8,16,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),15,121,92,1,496,0.4541422921436738
Drake Powell,Brooklyn Nets,4,7,57,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),10,107,21,1,477,0.5122781389013688
Liam McNeeley,Charlotte Hornets,4,7,45,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-20,42,1,465,0.5757406066058048
Danny Wolf,Brooklyn Nets,4,7,27,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-32,42,1,447,0.5643530004688831
Danny Wolf,Brooklyn Nets,4,6,54,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,1,41,1,414,0.574191771567677
Liam McNeeley,Charlotte Hornets,4,6,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,4,104,0,391,0.5045149781661394
Michael Porter Jr.,Brooklyn Nets,4,6,16,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,25,122,1,376,0.48108884613373776
Nic Claxton,Brooklyn Nets,4,5,54,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,27,28,0,354,0.5837393982461507
Collin Sexton,Charlotte Hornets,4,5,43,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,16,10,0,343,0.6055230238457012
Noah Clowney,Brooklyn Nets,4,5,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,110,237,0,329,0.32688443448369553
Collin Sexton,Charlotte Hornets,4,5,14,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),15,-152,45,1,314,0.4501082754069554
Michael Porter Jr.,Brooklyn Nets,4,4,53,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,158,189,1,293,0.34798141693891527
Miles Bridges,Charlotte Hornets,4,4,41,Driving Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-59,25,0,281,0.5489452708558477
Noah Clowney,Brooklyn Nets,4,4,34,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,9,7,1,274,0.6034781976458645
Moussa Diabaté,Charlotte Hornets,4,4,13,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,38,1,0,253,0.581980466736471
Egor Dëmin,Brooklyn Nets,4,4,0,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,37,131,0,240,0.4651587808010476
Kon Knueppel,Charlotte Hornets,4,3,47,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-13,89,0,227,0.5218386732983915
Sion James,Charlotte Hornets,4,3,21,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-212,142,0,201,0.3368919776253125
LaMelo Ball,Charlotte Hornets,4,3,12,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,18,50,0,192,0.5556927387879879
Danny Wolf,Brooklyn Nets,4,2,55,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-158,232,1,175,0.3031851953600722
Kon Knueppel,Charlotte Hornets,4,2,45,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-229,75,1,165,0.34907226818322623
Noah Clowney,Brooklyn Nets,4,2,36,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,232,2,1,156,0.363678156694196
