PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Jamal Shead,Toronto Raptors,2,3,34,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,173,201,0
Scottie Barnes,Toronto Raptors,2,3,28,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-12,64,1
Giannis Antetokounmpo,Milwaukee Bucks,2,3,11,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,-5,0
Giannis Antetokounmpo,Milwaukee Bucks,2,3,7,Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-1,5,0
Brandon Ingram,Toronto Raptors,2,2,58,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),17,123,121,1
Myles Turner,Milwaukee Bucks,2,2,40,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,10,106,0
Giannis Antetokounmpo,Milwaukee Bucks,2,2,36,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,9,1
Brandon Ingram,Toronto Raptors,2,2,13,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-1,112,1
Myles Turner,Milwaukee Bucks,2,1,54,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,164,193,0
Immanuel Quickley,Toronto Raptors,2,1,47,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,112,241,0
RJ Barrett,Toronto Raptors,2,1,42,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-118,222,0
Giannis Antetokounmpo,Milwaukee Bucks,2,1,31,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,5,9,1
Myles Turner,Milwaukee Bucks,2,0,57,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,140,216,1
RJ Barrett,Toronto Raptors,2,0,47,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-47,260,1
Ryan Rollins,Milwaukee Bucks,2,0,37,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-13,17,0
Sandro Mamukelashvili,Toronto Raptors,2,0,32,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,168,204,1
Giannis Antetokounmpo,Milwaukee Bucks,2,0,19,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,16,1
Immanuel Quickley,Toronto Raptors,2,0,3,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),14,-116,86,0
AJ Green,Milwaukee Bucks,3,11,44,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-86,248,1
Jakob Poeltl,Toronto Raptors,3,11,28,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),10,51,87,0
Scottie Barnes,Toronto Raptors,3,11,22,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),10,-105,8,0
Jakob Poeltl,Toronto Raptors,3,10,58,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,-4,1
Ryan Rollins,Milwaukee Bucks,3,10,37,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,6,29,0
Brandon Ingram,Toronto Raptors,3,10,19,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),14,136,35,0
Ryan Rollins,Milwaukee Bucks,3,10,10,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,6,1,1
Scottie Barnes,Toronto Raptors,3,9,42,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),11,-118,-5,1
Myles Turner,Milwaukee Bucks,3,9,27,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-5,67,0
Brandon Ingram,Toronto Raptors,3,9,14,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,9,89,0
Brandon Ingram,Toronto Raptors,3,9,2,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-26,113,1
Giannis Antetokounmpo,Milwaukee Bucks,3,8,38,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,11,8,1
AJ Green,Milwaukee Bucks,3,8,16,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,244,15,1
Kyle Kuzma,Milwaukee Bucks,3,7,42,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,10,1
Brandon Ingram,Toronto Raptors,3,7,28,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),10,108,9,0
Giannis Antetokounmpo,Milwaukee Bucks,3,7,18,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,6,1
Ryan Rollins,Milwaukee Bucks,3,6,56,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,11,7,1
Sandro Mamukelashvili,Toronto Raptors,3,6,36,Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,6,1
Gary Trent Jr.,Milwaukee Bucks,3,6,21,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-202,149,0
Gary Trent Jr.,Milwaukee Bucks,3,6,16,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,8,0
Immanuel Quickley,Toronto Raptors,3,6,9,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-238,6,0
RJ Barrett,Toronto Raptors,3,5,38,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,25,-13,1
Ryan Rollins,Milwaukee Bucks,3,5,26,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-178,185,0
Brandon Ingram,Toronto Raptors,3,4,56,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,228,19,0
Myles Turner,Milwaukee Bucks,3,4,31,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),33,-17,333,0
Sandro Mamukelashvili,Toronto Raptors,3,4,18,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-33,56,0
Scottie Barnes,Toronto Raptors,3,3,39,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-61,53,0
Brandon Ingram,Toronto Raptors,3,3,22,Jump Shot,2PT Field Goal,Mid-Range,Center(C),15,5,158,1
Cole Anthony,Milwaukee Bucks,3,3,6,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-36,100,1
Sandro Mamukelashvili,Toronto Raptors,3,2,22,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,11,255,1
Ryan Rollins,Milwaukee Bucks,3,2,8,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,163,189,0
Scottie Barnes,Toronto Raptors,3,1,50,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,56,17,1
Kyle Kuzma,Milwaukee Bucks,3,1,35,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),9,89,23,1
Ryan Rollins,Milwaukee Bucks,3,1,6,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,16,8,1
Sandro Mamukelashvili,Toronto Raptors,3,0,47,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-18,78,1
Kyle Kuzma,Milwaukee Bucks,3,0,39,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-39,53,0
Immanuel Quickley,Toronto Raptors,3,0,31,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),9,93,32,0
Kyle Kuzma,Milwaukee Bucks,3,0,24,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,-1,0
Ja'Kobe Walter,Toronto Raptors,3,0,1,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8,53,66,1
Kyle Kuzma,Milwaukee Bucks,4,11,15,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,12,1
RJ Barrett,Toronto Raptors,4,10,49,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-6,73,0
Ryan Rollins,Milwaukee Bucks,4,10,32,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,-8,0
Immanuel Quickley,Toronto Raptors,4,10,25,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,172,192,0
Kyle Kuzma,Milwaukee Bucks,4,10,3,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,10,0
Kyle Kuzma,Milwaukee Bucks,4,9,52,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,45,78,0
Immanuel Quickley,Toronto Raptors,4,9,31,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,23,68,0
Cole Anthony,Milwaukee Bucks,4,9,17,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,6,0
RJ Barrett,Toronto Raptors,4,9,2,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,212,137,0
Bobby Portis Jr.,Milwaukee Bucks,4,8,43,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-234,76,0
Collin Murray-Boyles,Toronto Raptors,4,8,33,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,185,174,0
RJ Barrett,Toronto Raptors,4,8,19,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,5,57,0
Ryan Rollins,Milwaukee Bucks,4,8,6,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-183,181,1
Jakob Poeltl,Toronto Raptors,4,7,51,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,7,-5,1
Kyle Kuzma,Milwaukee Bucks,4,7,34,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-2,62,0
Kyle Kuzma,Milwaukee Bucks,4,7,9,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-239,4,1
RJ Barrett,Toronto Raptors,4,6,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,143,222,1
Gary Harris,Milwaukee Bucks,4,6,20,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,15,0
Cole Anthony,Milwaukee Bucks,4,6,7,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-40,83,1
Cole Anthony,Milwaukee Bucks,4,5,40,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),30,-94,291,0
Taurean Prince,Milwaukee Bucks,4,5,25,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,180,194,0
Scottie Barnes,Toronto Raptors,4,5,8,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-239,-10,1
Scottie Barnes,Toronto Raptors,4,4,41,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,0,1
Jamison Battle,Toronto Raptors,4,4,15,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,34,252,0
Mark Sears,Milwaukee Bucks,4,3,51,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),13,-114,76,0
Andre Jackson Jr.,Milwaukee Bucks,4,3,17,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),21,-206,76,0
Ochai Agbaji,Toronto Raptors,4,3,10,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,8,0
Gradey Dick,Toronto Raptors,4,2,52,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,-2,1
Gary Harris,Milwaukee Bucks,4,2,36,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,45,38,0
Mark Sears,Milwaukee Bucks,4,2,28,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,152,207,1
Ja'Kobe Walter,Toronto Raptors,4,2,0,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-93,245,0
Mark Sears,Milwaukee Bucks,4,1,48,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,239,109,0
Jamison Battle,Toronto Raptors,4,1,36,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-18,9,1
Jonathan Mogbo,Toronto Raptors,4,1,6,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-27,9,0
Gary Harris,Milwaukee Bucks,4,0,52,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,7,4,1
Gradey Dick,Toronto Raptors,4,0,40,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-119,226,1
Wendell Carter Jr.,Orlando Magic,1,11,33,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,16,16,1
Zaccharie Risacher,Atlanta Hawks,1,11,18,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-123,222,1
Paolo Banchero,Orlando Magic,1,10,56,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-40,46,1
Zaccharie Risacher,Atlanta Hawks,1,10,40,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,7,1
Paolo Banchero,Orlando Magic,1,10,27,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,43,109,1
Jalen Johnson,Atlanta Hawks,1,10,13,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,104,225,0
Franz Wagner,Orlando Magic,1,9,55,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-1,16,0
Paolo Banchero,Orlando Magic,1,9,27,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-65,248,0
Zaccharie Risacher,Atlanta Hawks,1,9,10,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,11,1
Nickeil Alexander-Walker,Atlanta Hawks,1,8,42,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-6,6,0
Wendell Carter Jr.,Orlando Magic,1,8,11,Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,8,0
Zaccharie Risacher,Atlanta Hawks,1,8,5,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,6,0
Zaccharie Risacher,Atlanta Hawks,1,8,3,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,11,1
Kristaps Porziņģis,Atlanta Hawks,1,7,40,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),14,-143,5,0
Tristan da Silva,Orlando Magic,1,7,24,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,32,24,1
Jalen Johnson,Atlanta Hawks,1,7,7,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,49,1
Franz Wagner,Orlando Magic,1,6,45,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-7,43,0
Franz Wagner,Orlando Magic,1,6,42,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Paolo Banchero,Orlando Magic,1,6,34,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-120,222,0
Nickeil Alexander-Walker,Atlanta Hawks,1,6,22,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,13,86,0
Paolo Banchero,Orlando Magic,1,6,17,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,4,11,1
Anthony Black,Orlando Magic,1,5,26,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,31,40,1
Luke Kennard,Atlanta Hawks,1,5,15,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-153,206,0
Paolo Banchero,Orlando Magic,1,5,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,25,25,0
Jalen Johnson,Atlanta Hawks,1,4,54,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-16,17,1
Tristan da Silva,Orlando Magic,1,4,41,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-97,234,1
Nickeil Alexander-Walker,Atlanta Hawks,1,4,31,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-43,251,0
Nickeil Alexander-Walker,Atlanta Hawks,1,4,4,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-9,18,1
Anthony Black,Orlando Magic,1,3,55,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-221,26,0
Goga Bitadze,Orlando Magic,1,3,38,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,2,13,1
Mouhamed Gueye,Atlanta Hawks,1,3,21,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,0,1
Jonathan Isaac,Orlando Magic,1,3,9,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,239,16,0
Onyeka Okongwu,Atlanta Hawks,1,3,0,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,4,256,0
Anthony Black,Orlando Magic,1,2,42,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-85,241,0
Tyus Jones,Orlando Magic,1,2,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,87,251,0
Jonathan Isaac,Orlando Magic,1,2,15,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,4,16,1
Dyson Daniels,Atlanta Hawks,1,1,58,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,12,86,1
Wendell Carter Jr.,Orlando Magic,1,1,46,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,71,247,0
Mouhamed Gueye,Atlanta Hawks,1,1,28,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,31,0
Luke Kennard,Atlanta Hawks,1,1,8,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,31,99,1
Anthony Black,Orlando Magic,1,0,53,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,28,26,0
Vít Krejčí,Atlanta Hawks,1,0,49,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,-3,1
Franz Wagner,Orlando Magic,1,0,32,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-94,232,0
Jonathan Isaac,Orlando Magic,1,0,17,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,233,20,0
Mouhamed Gueye,Atlanta Hawks,1,0,1,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,1,0
Kristaps Porziņģis,Atlanta Hawks,2,11,37,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,39,74,0
Jalen Suggs,Orlando Magic,2,11,27,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24,-18,248,0
Keaton Wallace,Atlanta Hawks,2,11,10,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-12,272,0
Zaccharie Risacher,Atlanta Hawks,2,11,5,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-224,126,0
Tyus Jones,Orlando Magic,2,10,56,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-228,45,0
Zaccharie Risacher,Atlanta Hawks,2,10,34,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),20,-206,13,1
Franz Wagner,Orlando Magic,2,10,22,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,21,21,0
Desmond Bane,Orlando Magic,2,9,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-5,35,0
Kristaps Porziņģis,Atlanta Hawks,2,9,34,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,51,104,1
Dyson Daniels,Atlanta Hawks,2,9,9,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-13,73,1
Jalen Suggs,Orlando Magic,2,8,44,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,0,1
Zaccharie Risacher,Atlanta Hawks,2,8,26,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-229,81,0
Jalen Johnson,Atlanta Hawks,2,8,7,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-2,118,0
Anthony Black,Orlando Magic,2,8,1,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,13,17,0
Zaccharie Risacher,Atlanta Hawks,2,7,55,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-158,204,0
Desmond Bane,Orlando Magic,2,7,44,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,39,251,1
Tristan da Silva,Orlando Magic,2,7,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,69,250,1
Tristan da Silva,Orlando Magic,2,6,34,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-49,20,0
Desmond Bane,Orlando Magic,2,6,20,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,17,255,1
Dyson Daniels,Atlanta Hawks,2,6,8,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,227,78,1
Paolo Banchero,Orlando Magic,2,5,54,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-1,5,1
Onyeka Okongwu,Atlanta Hawks,2,5,33,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,12,1
Anthony Black,Orlando Magic,2,5,11,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-223,2,1
Paolo Banchero,Orlando Magic,2,4,47,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),11,118,11,0
Anthony Black,Orlando Magic,2,4,41,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-224,23,0
Franz Wagner,Orlando Magic,2,4,37,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Desmond Bane,Orlando Magic,2,4,18,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,5,100,0
Jalen Johnson,Atlanta Hawks,2,3,38,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,11,1
Paolo Banchero,Orlando Magic,2,2,33,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,5,42,0
Jalen Johnson,Atlanta Hawks,2,2,27,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,13,1
Zaccharie Risacher,Atlanta Hawks,2,2,0,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-147,209,1
Franz Wagner,Orlando Magic,2,1,32,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,17,261,0
Kristaps Porziņģis,Atlanta Hawks,2,1,20,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-104,241,0
Nickeil Alexander-Walker,Atlanta Hawks,2,1,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,10,251,1
Paolo Banchero,Orlando Magic,2,0,48,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,1,261,0
Desmond Bane,Orlando Magic,2,0,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-224,9,0
Kristaps Porziņģis,Atlanta Hawks,2,0,1,Jump Shot,2PT Field Goal,Mid-Range,Center(C),19,-1,193,0
Franz Wagner,Orlando Magic,3,11,35,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,13,1
Dyson Daniels,Atlanta Hawks,3,11,16,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-27,32,0
Kristaps Porziņģis,Atlanta Hawks,3,10,47,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),22,-48,219,1
Jalen Suggs,Orlando Magic,3,10,37,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-17,110,0
Nickeil Alexander-Walker,Atlanta Hawks,3,10,17,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),20,-77,195,1
Jalen Suggs,Orlando Magic,3,9,24,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-23,125,0
Zaccharie Risacher,Atlanta Hawks,3,9,14,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-159,199,0
Dyson Daniels,Atlanta Hawks,3,9,3,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,19,1
Wendell Carter Jr.,Orlando Magic,3,8,40,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,233,4,0
Franz Wagner,Orlando Magic,3,8,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,4,109,1
Nickeil Alexander-Walker,Atlanta Hawks,3,8,17,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,13,1
Paolo Banchero,Orlando Magic,3,7,57,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),12,82,99,1
Jalen Johnson,Atlanta Hawks,3,7,39,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,10,1
Nickeil Alexander-Walker,Atlanta Hawks,3,7,17,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),20,82,187,0
Franz Wagner,Orlando Magic,3,7,8,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-64,26,1
Jalen Johnson,Atlanta Hawks,3,6,49,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),15,151,16,1
Zaccharie Risacher,Atlanta Hawks,3,6,26,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,238,46,1
Paolo Banchero,Orlando Magic,3,6,10,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,5,0
Zaccharie Risacher,Atlanta Hawks,3,6,4,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,9,13,0
Paolo Banchero,Orlando Magic,3,5,59,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,4,1
Onyeka Okongwu,Atlanta Hawks,3,5,39,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,17,0
Desmond Bane,Orlando Magic,3,5,27,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,98,243,0
Nickeil Alexander-Walker,Atlanta Hawks,3,5,16,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-123,227,1
Tristan da Silva,Orlando Magic,3,4,59,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-165,204,1
Paolo Banchero,Orlando Magic,3,4,40,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,17,0
Onyeka Okongwu,Atlanta Hawks,3,4,32,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,6,15,1
Tristan da Silva,Orlando Magic,3,4,11,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-165,191,1
Jalen Johnson,Atlanta Hawks,3,3,43,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),9,94,19,0
Nickeil Alexander-Walker,Atlanta Hawks,3,3,32,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,15,252,0
Tristan da Silva,Orlando Magic,3,3,11,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,11,1
Jase Richardson,Orlando Magic,3,2,42,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,121,218,0
