PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Royce O'Neale,Phoenix Suns,3,4,46,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),30,227,204,0
Keegan Murray,Sacramento Kings,3,4,40,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-7,23,0
Keon Ellis,Sacramento Kings,3,4,24,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-13,95,0
Dillon Brooks,Phoenix Suns,3,4,0,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),9,-96,24,1
Dennis Schröder,Sacramento Kings,3,3,38,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),29,-17,294,0
Devin Booker,Phoenix Suns,3,3,27,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,-15,260,0
Dillon Brooks,Phoenix Suns,3,3,16,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-1,10,1
Drew Eubanks,Sacramento Kings,3,2,53,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,1,2,1
Dillon Brooks,Phoenix Suns,3,2,39,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8,64,59,0
Keon Ellis,Sacramento Kings,3,2,32,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,15,0
Russell Westbrook,Sacramento Kings,3,2,30,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,19,0
Russell Westbrook,Sacramento Kings,3,2,27,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,15,12,1
Jamaree Bouyea,Phoenix Suns,3,2,10,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),12,104,73,1
Collin Gillespie,Phoenix Suns,3,1,43,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-145,210,1
Nique Clifford,Sacramento Kings,3,1,33,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,6,0
Oso Ighodaro,Phoenix Suns,3,1,12,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),10,64,88,1
Keon Ellis,Sacramento Kings,3,0,55,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,-13,1
DeMar DeRozan,Sacramento Kings,3,0,25,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,61,33,0
Oso Ighodaro,Phoenix Suns,3,0,0,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),1,6,11,0
Collin Gillespie,Phoenix Suns,4,11,43,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-36,94,1
Keon Ellis,Sacramento Kings,4,11,25,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,249,-25,0
Oso Ighodaro,Phoenix Suns,4,11,16,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-4,57,1
Russell Westbrook,Sacramento Kings,4,11,2,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,7,1,1
Royce O'Neale,Phoenix Suns,4,10,51,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-202,153,0
DeMar DeRozan,Sacramento Kings,4,10,37,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-9,120,0
Oso Ighodaro,Phoenix Suns,4,10,26,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,7,6,1
Doug McDermott,Sacramento Kings,4,10,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-218,165,0
Russell Westbrook,Sacramento Kings,4,9,43,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,240,1,1
Collin Gillespie,Phoenix Suns,4,9,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),31,163,271,0
Jamaree Bouyea,Phoenix Suns,4,8,39,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),17,168,55,1
Dennis Schröder,Sacramento Kings,4,8,20,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),14,-102,96,0
Royce O'Neale,Phoenix Suns,4,8,6,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),29,-103,276,1
Precious Achiuwa,Sacramento Kings,4,7,47,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-13,104,0
Isaiah Livers,Phoenix Suns,4,7,25,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,15,77,0
Keon Ellis,Sacramento Kings,4,6,59,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,-32,0
Royce O'Neale,Phoenix Suns,4,6,53,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,5,1
Keon Ellis,Sacramento Kings,4,6,44,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),11,112,-20,0
Collin Gillespie,Phoenix Suns,4,6,31,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-225,138,0
Doug McDermott,Sacramento Kings,4,6,19,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-249,-8,0
Collin Gillespie,Phoenix Suns,4,6,8,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,6,0,1
Keegan Murray,Sacramento Kings,4,5,30,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,48,89,0
Jamaree Bouyea,Phoenix Suns,4,5,21,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,5,1
Ryan Dunn,Phoenix Suns,4,4,55,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,5,25,1
Maxime Raynaud,Sacramento Kings,4,4,40,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-61,53,0
Russell Westbrook,Sacramento Kings,4,4,23,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-6,1,1
Jamaree Bouyea,Phoenix Suns,4,4,3,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),17,-4,173,0
Keon Ellis,Sacramento Kings,4,3,42,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-200,173,1
Keon Ellis,Sacramento Kings,4,3,12,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,-11,1
Rasheer Fleming,Phoenix Suns,4,2,57,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,181,221,0
Khaman Maluach,Phoenix Suns,4,2,42,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,14,1
Jordan Goodwin,Phoenix Suns,4,2,23,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-1,11,1
Jamaree Bouyea,Phoenix Suns,4,2,7,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,9,3,1
Nique Clifford,Sacramento Kings,4,2,0,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,17,17,0
Jamaree Bouyea,Phoenix Suns,4,1,40,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,-2,1
Ryan Dunn,Phoenix Suns,4,1,17,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-81,240,0
Khaman Maluach,Phoenix Suns,4,1,13,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,1,9,1
Precious Achiuwa,Sacramento Kings,4,0,27,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-10,22,0
Precious Achiuwa,Sacramento Kings,4,0,17,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-5,31,0
Precious Achiuwa,Sacramento Kings,4,0,13,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,147,215,0
Devin Carter,Sacramento Kings,4,0,8,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,13,37,0
Jalen Williams,Oklahoma City Thunder,1,11,41,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),11,108,52,1
Will Richard,Golden State Warriors,1,11,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,-13,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,11,9,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,39,94,0
Brandin Podziemski,Golden State Warriors,1,10,49,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-26,8,0
Quinten Post,Golden State Warriors,1,10,29,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,224,-6,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,10,21,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-10,118,1
Brandin Podziemski,Golden State Warriors,1,10,3,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,29,72,0
Moses Moody,Golden State Warriors,1,9,32,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),14,-141,-12,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,9,25,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-49,26,0
Luguentz Dort,Oklahoma City Thunder,1,9,14,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,13,1
Will Richard,Golden State Warriors,1,9,2,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,183,201,0
Jalen Williams,Oklahoma City Thunder,1,8,51,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,43,247,0
Quinten Post,Golden State Warriors,1,8,31,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,23,253,0
Cason Wallace,Oklahoma City Thunder,1,8,16,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,-1,0
Jalen Williams,Oklahoma City Thunder,1,8,11,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Moses Moody,Golden State Warriors,1,7,53,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),10,103,9,0
Jalen Williams,Oklahoma City Thunder,1,7,46,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-34,23,0
Will Richard,Golden State Warriors,1,7,38,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,34,3,0
Moses Moody,Golden State Warriors,1,7,27,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,14,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,7,14,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),3,-34,20,0
Cason Wallace,Oklahoma City Thunder,1,6,56,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,4,71,0
Will Richard,Golden State Warriors,1,6,44,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-206,142,0
Chet Holmgren,Oklahoma City Thunder,1,6,31,Hook Shot,2PT Field Goal,Restricted Area,Center(C),1,2,10,1
Pat Spencer,Golden State Warriors,1,6,21,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,10,66,0
Chet Holmgren,Oklahoma City Thunder,1,6,11,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-38,55,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,6,7,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,223,2,1
Pat Spencer,Golden State Warriors,1,5,44,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,37,63,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,5,35,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-185,184,0
Alex Caruso,Oklahoma City Thunder,1,5,21,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,7,1
Gui Santos,Golden State Warriors,1,5,0,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-189,174,1
Luguentz Dort,Oklahoma City Thunder,1,4,43,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,65,1
Gary Payton II,Golden State Warriors,1,4,23,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,29,262,0
Luguentz Dort,Oklahoma City Thunder,1,4,13,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,91,246,0
Alex Caruso,Oklahoma City Thunder,1,4,5,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,50,0
Chet Holmgren,Oklahoma City Thunder,1,4,0,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,2,15,1
Gary Payton II,Golden State Warriors,1,3,50,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-22,11,1
Branden Carlson,Oklahoma City Thunder,1,3,33,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,15,1
Al Horford,Golden State Warriors,1,3,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,158,222,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,3,6,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,37,105,1
Brandin Podziemski,Golden State Warriors,1,2,34,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-27,6,1
Aaron Wiggins,Oklahoma City Thunder,1,2,27,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-34,5,0
Branden Carlson,Oklahoma City Thunder,1,2,4,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-17,65,0
Buddy Hield,Golden State Warriors,1,1,52,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,-22,0
Al Horford,Golden State Warriors,1,1,30,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-228,47,0
Pat Spencer,Golden State Warriors,1,1,10,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-44,19,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,1,3,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-37,105,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,1,0,52,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,25,10,1
Buddy Hield,Golden State Warriors,1,0,48,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-17,4,1
Alex Caruso,Oklahoma City Thunder,1,0,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-185,205,0
Aaron Wiggins,Oklahoma City Thunder,1,0,21,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,223,2,1
Brandin Podziemski,Golden State Warriors,1,0,4,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-15,74,1
Ajay Mitchell,Oklahoma City Thunder,1,0,0,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),23,-17,233,0
Brandin Podziemski,Golden State Warriors,2,11,41,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-207,159,0
Isaiah Joe,Oklahoma City Thunder,2,11,34,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-183,183,0
Aaron Wiggins,Oklahoma City Thunder,2,11,0,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-12,68,0
Trayce Jackson-Davis,Golden State Warriors,2,10,49,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-12,19,0
Aaron Wiggins,Oklahoma City Thunder,2,10,39,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-34,20,1
Isaiah Joe,Oklahoma City Thunder,2,10,14,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-156,239,0
Brandin Podziemski,Golden State Warriors,2,10,5,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,10,162,1
Chet Holmgren,Oklahoma City Thunder,2,9,53,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,112,231,0
Moses Moody,Golden State Warriors,2,9,29,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),18,156,105,0
Trayce Jackson-Davis,Golden State Warriors,2,9,25,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Jalen Williams,Oklahoma City Thunder,2,9,20,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-5,0,1
Jalen Williams,Oklahoma City Thunder,2,8,55,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-26,53,0
Trayce Jackson-Davis,Golden State Warriors,2,8,33,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-25,4,1
Will Richard,Golden State Warriors,2,8,23,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,5,10,1
Isaiah Joe,Oklahoma City Thunder,2,8,0,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-189,197,0
Buddy Hield,Golden State Warriors,2,7,42,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-69,247,0
Will Richard,Golden State Warriors,2,7,36,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,183,188,0
Will Richard,Golden State Warriors,2,7,19,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,184,201,1
Jalen Williams,Oklahoma City Thunder,2,7,2,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),13,-132,26,0
Trayce Jackson-Davis,Golden State Warriors,2,6,44,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,23,15,0
Isaiah Joe,Oklahoma City Thunder,2,6,32,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,0,18,1
Gary Payton II,Golden State Warriors,2,6,16,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-238,-26,0
Buddy Hield,Golden State Warriors,2,5,45,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,42,31,0
Will Richard,Golden State Warriors,2,5,41,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Ajay Mitchell,Oklahoma City Thunder,2,5,34,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,31,71,0
Chet Holmgren,Oklahoma City Thunder,2,5,31,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Quinten Post,Golden State Warriors,2,5,6,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,-11,0
Brandin Podziemski,Golden State Warriors,2,5,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,192,189,0
Cason Wallace,Oklahoma City Thunder,2,4,56,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-38,15,0
Chet Holmgren,Oklahoma City Thunder,2,4,52,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-119,239,1
Pat Spencer,Golden State Warriors,2,4,39,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-214,129,0
Ajay Mitchell,Oklahoma City Thunder,2,4,22,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-120,238,1
Brandin Podziemski,Golden State Warriors,2,3,58,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,20,52,0
Pat Spencer,Golden State Warriors,2,3,34,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,22,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,2,3,27,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,21,12,1
Luguentz Dort,Oklahoma City Thunder,2,2,59,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,151,212,1
Cason Wallace,Oklahoma City Thunder,2,2,23,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,33,29,1
Will Richard,Golden State Warriors,2,2,2,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,21,17,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,2,1,44,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),18,-54,178,0
Will Richard,Golden State Warriors,2,1,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-43,66,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,2,1,22,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-10,115,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,2,1,16,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-2,116,1
Moses Moody,Golden State Warriors,2,0,57,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-141,210,1
Brandin Podziemski,Golden State Warriors,2,0,19,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,21,257,0
Luguentz Dort,Oklahoma City Thunder,2,0,1,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-200,188,1
Jalen Williams,Oklahoma City Thunder,3,11,18,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,4,1
Chet Holmgren,Oklahoma City Thunder,3,10,52,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-140,231,0
Moses Moody,Golden State Warriors,3,10,39,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),11,115,13,1
Quinten Post,Golden State Warriors,3,10,0,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-33,26,0
Quinten Post,Golden State Warriors,3,9,57,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Quinten Post,Golden State Warriors,3,9,37,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-136,236,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,3,9,20,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-27,16,0
Will Richard,Golden State Warriors,3,9,11,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-10,97,0
Jalen Williams,Oklahoma City Thunder,3,9,2,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,31,15,1
Brandin Podziemski,Golden State Warriors,3,8,52,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),12,103,63,0
Jalen Williams,Oklahoma City Thunder,3,8,41,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16,162,-27,0
Quinten Post,Golden State Warriors,3,8,10,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-12,69,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,3,8,1,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),11,-113,-18,1
Gui Santos,Golden State Warriors,3,7,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,156,215,0
Jalen Williams,Oklahoma City Thunder,3,7,24,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-109,241,0
Will Richard,Golden State Warriors,3,7,13,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-1,52,0
Will Richard,Golden State Warriors,3,7,8,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-34,74,0
Gary Payton II,Golden State Warriors,3,6,41,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,27,83,0
Aaron Wiggins,Oklahoma City Thunder,3,6,24,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,199,192,0
Aaron Wiggins,Oklahoma City Thunder,3,6,2,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-13,26,1
Will Richard,Golden State Warriors,3,5,49,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,167,197,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,3,5,40,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-174,180,1
Moses Moody,Golden State Warriors,3,5,23,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,36,274,0
Will Richard,Golden State Warriors,3,5,19,Jump Shot,2PT Field Goal,Restricted Area,Center(C),1,15,11,0
Trayce Jackson-Davis,Golden State Warriors,3,5,1,Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-36,4,0
Ajay Mitchell,Oklahoma City Thunder,3,4,49,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-5,17,1
Trayce Jackson-Davis,Golden State Warriors,3,4,23,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-40,31,0
Aaron Wiggins,Oklahoma City Thunder,3,3,57,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,184,198,1
